Name,Sex,Team,NOC,Year,City,Sport,Event,Medal,Country
Nabi Rezaei,M,IR Iran,IRI,2024,Paris,Canoe Sprint,Men's Canoe Single 1000m,No medal,Iran
Saadoon Mustafa,M,Iraq,IRQ,2024,Paris,Football,Men,No medal,Iraq
Julien Alfred,F,Saint Lucia,LCA,2024,Paris,Athletics,Women's 100m,Gold,Saint Lucia
Julien Alfred,F,Saint Lucia,LCA,2024,Paris,Athletics,Women's 200m,Silver,Saint Lucia
Michael Joseph,M,Saint Lucia,LCA,2024,Paris,Athletics,Men's 400m,No medal,Saint Lucia
Amyn Youssef,M,Iraq,IRQ,2024,Paris,Football,Men,No medal,Iraq
Gudaf Tsegay,F,Ethiopia,ETH,2024,Paris,Athletics,"Women's 10,000m",No medal,Ethiopia
Gudaf Tsegay,F,Ethiopia,ETH,2024,Paris,Athletics,Women's 1500m,No medal,Ethiopia
Gudaf Tsegay,F,Ethiopia,ETH,2024,Paris,Athletics,Women's 5000m,No medal,Ethiopia
Julyana Alsadeq,F,Jordan,JOR,2024,Paris,Taekwondo,Women -67kg,No medal,Jordan
Fotyen Tesfay,F,Ethiopia,ETH,2024,Paris,Athletics,"Women's 10,000m",No medal,Ethiopia
Fatemeh Mojallaltopraghghale,F,IR Iran,IRI,2024,Paris,Rowing,Women's Single Sculls,No medal,Iran
Saleh Elsharabaty,M,Jordan,JOR,2024,Paris,Taekwondo,Men -80kg,No medal,Jordan
Said Al,M,Oman,OMA,2024,Paris,Shooting,Trap Men,No medal,Oman
Hamed Al,M,Oman,OMA,2024,Paris,Swimming,Men's 100m Freestyle,No medal,Oman
Zaid Kareem,M,Jordan,JOR,2024,Paris,Taekwondo,Men -68kg,Silver,Jordan
Vishnu Saravanan,M,India,IND,2024,Paris,Sailing,Men's Dinghy,No medal,India
Nethra Kumanan,F,India,IND,2024,Paris,Sailing,Women's Dinghy,No medal,India
Ulises Saravia,M,Argentina,ARG,2024,Paris,Swimming,Men's 100m Backstroke,No medal,Argentina
Florencia Borelli,F,Argentina,ARG,2024,Paris,Athletics,Women's Marathon,No medal,Argentina
Belen Casetta,F,Argentina,ARG,2024,Paris,Athletics,Women's 3000m Steeplechase,No medal,Argentina
Joaquin Gomez,M,Argentina,ARG,2024,Paris,Athletics,Men's Hammer Throw,No medal,Argentina
Elian Larregina,M,Argentina,ARG,2024,Paris,Athletics,Men's 400m,No medal,Argentina
Nazareno Sasia,M,Argentina,ARG,2024,Paris,Athletics,Men's Shot Put,No medal,Argentina
Kwabla Gadayi,M,Ghana,GHA,2024,Paris,Athletics,Men's 4 x 100m Relay,No medal,Ghana
Jamaud Odlum-smith,M,Saint Lucia,LCA,2024,Paris,Swimming,Men's 100m Freestyle,No medal,Saint Lucia
Ahmed Abuzriba,M,Libya,LBA,2024,Paris,Weightlifting,Men's 102kg,No medal,Libya
Mohamed Bukrah,M,Libya,LBA,2024,Paris,Rowing,Men's Single Sculls,No medal,Libya
Ali Boudina,M,Algeria,ALG,2024,Paris,Rowing,Men's Single Sculls,No medal,Algeria
Federico Gil,M,Argentina,ARG,2024,Paris,Shooting,Skeet Men,No medal,Argentina
Julian Gutierrez,M,Argentina,ARG,2024,Paris,Shooting,10m Air Rifle Men,No medal,Argentina
Julian Gutierrez,M,Argentina,ARG,2024,Paris,Shooting,10m Air Rifle Mixed Team,No medal,Argentina
Fernanda Russo,F,Argentina,ARG,2024,Paris,Shooting,10m Air Rifle Women,No medal,Argentina
Fernanda Russo,F,Argentina,ARG,2024,Paris,Shooting,10m Air Rifle Mixed Team,No medal,Argentina
Jordan Crooks,M,Cayman Islands,CAY,2024,Paris,Swimming,Men's 100m Freestyle,No medal,Cayman Islands
Jordan Crooks,M,Cayman Islands,CAY,2024,Paris,Swimming,Men's 50m Freestyle,No medal,Cayman Islands
Eugenia Bosco,F,Argentina,ARG,2024,Paris,Sailing,Mixed Multihull,Silver,Argentina
Chiara Ferretti,F,Argentina,ARG,2024,Paris,Sailing,Women's Windsurfing,No medal,Argentina
Mateo Majdalani,M,Argentina,ARG,2024,Paris,Sailing,Mixed Multihull,Silver,Argentina
Francisco Cruz,M,Argentina,ARG,2024,Paris,Sailing,Men's Windsurfing,No medal,Argentina
Catalina Turienzo,F,Argentina,ARG,2024,Paris,Sailing,Women's Kite,No medal,Argentina
Chelsea Edghill,F,Guyana,GUY,2024,Paris,Table Tennis,Women's Singles,No medal,Guyana
Prithviraj Tondaiman,M,India,IND,2024,Paris,Shooting,Trap Men,No medal,India
Swapnil Kusale,M,India,IND,2024,Paris,Shooting,50m Rifle 3 Positions Men,Bronze,India
Manika Batra,F,India,IND,2024,Paris,Table Tennis,Women's Singles,No medal,India
Manika Batra,F,India,IND,2024,Paris,Table Tennis,Women's Team,No medal,India
Vikash Thakkar,M,India,IND,2024,Paris,Table Tennis,Men's Team,No medal,India
Alina Zmushka,F,AIN,AIN,2024,Paris,Swimming,Women's 100m Breaststroke,No medal,Russia
Alina Zmushka,F,AIN,AIN,2024,Paris,Swimming,Women's 200m Breaststroke,No medal,Russia
Sreeja Akula,F,India,IND,2024,Paris,Table Tennis,Women's Singles,No medal,India
Sreeja Akula,F,India,IND,2024,Paris,Table Tennis,Women's Team,No medal,India
Maheshwari Chauhan,F,India,IND,2024,Paris,Shooting,Skeet Women,No medal,India
Maheshwari Chauhan,F,India,IND,2024,Paris,Shooting,Skeet Mixed Team,No medal,India
Ilya Shymanovich,M,AIN,AIN,2024,Paris,Swimming,Men's 100m Breaststroke,No medal,Russia
Kamal Achanta,M,India,IND,2024,Paris,Table Tennis,Men's Singles,No medal,India
Kamal Achanta,M,India,IND,2024,Paris,Table Tennis,Men's Team,No medal,India
Anastasiya Shkurdai,F,AIN,AIN,2024,Paris,Swimming,Women's 100m Backstroke,No medal,Russia
Anastasiya Shkurdai,F,AIN,AIN,2024,Paris,Swimming,Women's 200m Backstroke,No medal,Russia
Anjum Moudgil,F,India,IND,2024,Paris,Shooting,50m Rifle 3 Positions Women,No medal,India
Shreyasi Singh,F,India,IND,2024,Paris,Shooting,Trap Women,No medal,India
Manu Bhaker,F,India,IND,2024,Paris,Shooting,10m Air Pistol Women,Bronze,India
Manu Bhaker,F,India,IND,2024,Paris,Shooting,25m Pistol Women,No medal,India
Manu Bhaker,F,India,IND,2024,Paris,Shooting,10m Air Pistol Mixed Team,Bronze,India
Yauheni Zalaty,M,AIN,AIN,2024,Paris,Rowing,Men's Single Sculls,Silver,Russia
Elavenil Valarivan,F,India,IND,2024,Paris,Shooting,10m Air Rifle Women,No medal,India
Elavenil Valarivan,F,India,IND,2024,Paris,Shooting,10m Air Rifle Mixed Team,No medal,India
Harmeet Desai,M,India,IND,2024,Paris,Table Tennis,Men's Singles,No medal,India
Harmeet Desai,M,India,IND,2024,Paris,Table Tennis,Men's Team,No medal,India
Girish Kamath,F,India,IND,2024,Paris,Table Tennis,Women's Team,No medal,India
Aphenie Greene,F,StVincent&Grenadines,VIN,2024,Paris,Swimming,Women's 50m Freestyle,No medal,Saint Vincent and the Grenadines
Alex Joachim,M,StVincent&Grenadines,VIN,2024,Paris,Swimming,Men's 50m Freestyle,No medal,Saint Vincent and the Grenadines
Agustina Albertarrio,F,Argentina,ARG,2024,Paris,Hockey,Women,Bronze,Argentina
Agostina Alonso,F,Argentina,ARG,2024,Paris,Hockey,Women,Bronze,Argentina
Maria Campoy,F,Argentina,ARG,2024,Paris,Hockey,Women,Bronze,Argentina
Sofia Cairo,F,Argentina,ARG,2024,Paris,Hockey,Women,Bronze,Argentina
Lara Casas,F,Argentina,ARG,2024,Paris,Hockey,Women,Bronze,Argentina
Juana Castellaro,F,Argentina,ARG,2024,Paris,Hockey,Women,Bronze,Argentina
Cristina Cosentino,F,Argentina,ARG,2024,Paris,Hockey,Women,Bronze,Argentina
Agustina Gorzelany,F,Argentina,ARG,2024,Paris,Hockey,Women,Bronze,Argentina
Maria Granatto,F,Argentina,ARG,2024,Paris,Hockey,Women,Bronze,Argentina
Julieta Jankunas,F,Argentina,ARG,2024,Paris,Hockey,Women,Bronze,Argentina
Valentina Raposo,F,Argentina,ARG,2024,Paris,Hockey,Women,Bronze,Argentina
Rocio Sanchez,F,Argentina,ARG,2024,Paris,Hockey,Women,Bronze,Argentina
Victoria Sauze,F,Argentina,ARG,2024,Paris,Hockey,Women,Bronze,Argentina
Sofia Toccalino,F,Argentina,ARG,2024,Paris,Hockey,Women,Bronze,Argentina
Eugenia Trinchinetti,F,Argentina,ARG,2024,Paris,Hockey,Women,Bronze,Argentina
Agustin Bugallo,M,Argentina,ARG,2024,Paris,Hockey,Men,No medal,Argentina
Bautista Capurro,M,Argentina,ARG,2024,Paris,Hockey,Men,No medal,Argentina
Maico Casella,M,Argentina,ARG,2024,Paris,Hockey,Men,No medal,Argentina
Juan Catan,M,Argentina,ARG,2024,Paris,Hockey,Men,No medal,Argentina
Tomas Domene,M,Argentina,ARG,2024,Paris,Hockey,Men,No medal,Argentina
Thomas Habif,M,Argentina,ARG,2024,Paris,Hockey,Men,No medal,Argentina
Nicolas Keenan,M,Argentina,ARG,2024,Paris,Hockey,Men,No medal,Argentina
Tadeo Marcucci,M,Argentina,ARG,2024,Paris,Hockey,Men,No medal,Argentina
Lucas Martinez,M,Argentina,ARG,2024,Paris,Hockey,Men,No medal,Argentina
Tobias Martins,M,Argentina,ARG,2024,Paris,Hockey,Men,No medal,Argentina
Mahsa Javer,F,IR Iran,IRI,2024,Paris,Rowing,Lightweight Women's Double Sculls,No medal,Iran
Zeinab Norouzi,F,IR Iran,IRI,2024,Paris,Rowing,Lightweight Women's Double Sculls,No medal,Iran
Mohammad Beyranvand,M,IR Iran,IRI,2024,Paris,Shooting,Trap Men,No medal,Iran
Haniyeh Rostamiyan,F,IR Iran,IRI,2024,Paris,Shooting,10m Air Pistol Women,No medal,Iran
Haniyeh Rostamiyan,F,IR Iran,IRI,2024,Paris,Shooting,25m Pistol Women,No medal,Iran
Fatemeh Amini,F,IR Iran,IRI,2024,Paris,Shooting,10m Air Rifle Women,No medal,Iran
Shermineh Chehel,F,IR Iran,IRI,2024,Paris,Shooting,10m Air Rifle Women,No medal,Iran
Madalina Amaistroaie,F,Romania,ROU,2024,Paris,Archery,Women's Individual,No medal,Romania
Diana Bouzidi,F,Algeria,ALG,2024,Paris,Canoe Slalom,Women's Kayak Single,No medal,Algeria
Diana Bouzidi,F,Algeria,ALG,2024,Paris,Canoe Slalom,Women's Kayak Cross,No medal,Algeria
Askerbii Gerbekov,M,Bahrain,BRN,2024,Paris,Judo,Men -81 kg,No medal,Bahrain
Arthur Cisse,M,Côte d'Ivoire,CIV,2024,Paris,Athletics,Men's 100m,No medal,Ivory Coast
Maboundou Kone,F,Côte d'Ivoire,CIV,2024,Paris,Athletics,Women's 100m,No medal,Ivory Coast
Maboundou Kone,F,Côte d'Ivoire,CIV,2024,Paris,Athletics,Women's 200m,No medal,Ivory Coast
Maboundou Kone,F,Côte d'Ivoire,CIV,2024,Paris,Athletics,Women's 4 x 100m Relay,No medal,Ivory Coast
Shakhzod Nurmatov,M,Uzbekistan,UZB,2024,Paris,Rowing,Lightweight Men's Double Sculls,No medal,
Shakhzod Nurmatov,M,Uzbekistan,UZB,2024,Paris,Rowing,Lightweight Men's Double Sculls,No medal,Uzbekistan
Anna Prakaten,F,Uzbekistan,UZB,2024,Paris,Rowing,Women's Single Sculls,No medal,
Anna Prakaten,F,Uzbekistan,UZB,2024,Paris,Rowing,Women's Single Sculls,No medal,Uzbekistan
Sobirjon Safaroliyev,M,Uzbekistan,UZB,2024,Paris,Rowing,Lightweight Men's Double Sculls,No medal,
Sobirjon Safaroliyev,M,Uzbekistan,UZB,2024,Paris,Rowing,Lightweight Men's Double Sculls,No medal,Uzbekistan
Mahdi Olfati,M,IR Iran,IRI,2024,Paris,Artistic Gymnastics,Men,No medal,Iran
Mahdi Olfati,M,IR Iran,IRI,2024,Paris,Artistic Gymnastics,Men's Vault,No medal,Iran
Stephenie Chen,F,Singapore,SGP,2024,Paris,Canoe Sprint,Women's Kayak Single 500m,No medal,Singapore
Agustin Mazzilli,M,Argentina,ARG,2024,Paris,Hockey,Men,No medal,Argentina
Federico Monja,M,Argentina,ARG,2024,Paris,Hockey,Men,No medal,Argentina
Matias Rey,M,Argentina,ARG,2024,Paris,Hockey,Men,No medal,Argentina
Tomas Santiago,M,Argentina,ARG,2024,Paris,Hockey,Men,No medal,Argentina
Santiago Tarazona,M,Argentina,ARG,2024,Paris,Hockey,Men,No medal,Argentina
Lucas Toscani,M,Argentina,ARG,2024,Paris,Hockey,Men,No medal,Argentina
Agustin Vernice,M,Argentina,ARG,2024,Paris,Canoe Sprint,Men's Kayak Single 1000m,No medal,Argentina
Janeek Brown,F,Jamaica,JAM,2024,Paris,Athletics,Women's 100m Hurdles,No medal,Jamaica
Nahuel Molina,M,Argentina,ARG,2024,Paris,Cycling BMX Racing,Men,No medal,Argentina
Emiliano Villegas,M,Argentina,ARG,2024,Paris,Cycling BMX Racing,Men,No medal,Argentina
Lloydricia Cameron,F,Jamaica,JAM,2024,Paris,Athletics,Women's Shot Put,No medal,Jamaica
Jah-nhai Perinchief,M,Bermuda,BER,2024,Paris,Athletics,Men's Triple Jump,No medal,Bermuda
Rushell Clayton,F,Jamaica,JAM,2024,Paris,Athletics,Women's 400m Hurdles,No medal,Jamaica
Flora Duffy,F,Bermuda,BER,2024,Paris,Triathlon,Women's Individual,No medal,Bermuda
Alexandru Firfirica,M,Romania,ROU,2024,Paris,Athletics,Men's Discus Throw,No medal,Romania
Florentina Ghelber,F,Romania,ROU,2024,Paris,Athletics,Women's Hammer Throw,No medal,Romania
Maria Ion,F,Romania,ROU,2024,Paris,Athletics,Women's Triple Jump,No medal,Romania
Chelimo Melly,F,Romania,ROU,2024,Paris,Athletics,Women's Marathon,No medal,Romania
Relin Meringor,F,Romania,ROU,2024,Paris,Athletics,Women's Marathon,No medal,Romania
Andrea Miklos,F,Romania,ROU,2024,Paris,Athletics,Women's 400m,No medal,Romania
Mihaita Novac,M,Romania,ROU,2024,Paris,Athletics,Men's Javelin Throw,No medal,Romania
S Prannoy,M,India,IND,2024,Paris,Badminton,Men's Singles,No medal,India
Satwiksairaj Rankireddy,M,India,IND,2024,Paris,Badminton,Men's Doubles,No medal,India
Chirag Shetty,M,India,IND,2024,Paris,Badminton,Men's Doubles,No medal,India
Bob Bertemes,M,Luxembourg,LUX,2024,Paris,Athletics,Men's Shot Put,No medal,Luxembourg
Sindhu Pusarla,F,India,IND,2024,Paris,Badminton,Women's Singles,No medal,India
Anush Agarwalla,M,India,IND,2024,Paris,Equestrian,Dressage Individual,No medal,India
Tanisha Crasto,F,India,IND,2024,Paris,Badminton,Women's Doubles,No medal,India
Ashwini Ponnappa,F,India,IND,2024,Paris,Badminton,Women's Doubles,No medal,India
Alina Rotaru-kottmann,F,Romania,ROU,2024,Paris,Athletics,Women's Long Jump,No medal,Romania
Stella Rutto,F,Romania,ROU,2024,Paris,Athletics,Women's 3000m Steeplechase,No medal,Romania
Daniela Stanciu,F,Romania,ROU,2024,Paris,Athletics,Women's High Jump,No medal,Romania
Andreea Talos,F,Romania,ROU,2024,Paris,Athletics,Women's Triple Jump,No medal,Romania
Rares Toader,M,Romania,ROU,2024,Paris,Athletics,Men's Shot Put,No medal,Romania
Filipe Gomes,M,Malawi,MAW,2024,Paris,Swimming,Men's 50m Freestyle,No medal,Malawi
Daiana Ocampo,F,Argentina,ARG,2024,Paris,Athletics,Women's Marathon,No medal,Argentina
Emanuel Archibald,M,Guyana,GUY,2024,Paris,Athletics,Men's 100m,No medal,Guyana
Aliyah Abrams,F,Guyana,GUY,2024,Paris,Athletics,Women's 400m,No medal,Guyana
Jibril Noel,M,Guyana,GUY,2024,Paris,Swimming,Men's 400m Freestyle,No medal,Guyana
Kylela Persaud,F,Guyana,GUY,2024,Paris,Swimming,Women's 100m Freestyle,No medal,Guyana
Zahria Allers-liburd,F,St Kitts and Nevis,SKN,2024,Paris,Athletics,Women's 100m,No medal,Saint Kitts and Nevis
Cheickna Traore,M,Côte d'Ivoire,CIV,2024,Paris,Athletics,Men's 200m,No medal,Ivory Coast
Whitney Tie,F,Côte d'Ivoire,CIV,2024,Paris,Athletics,Women's 4 x 100m Relay,No medal,Ivory Coast
Vijayveer Sidhu,M,India,IND,2024,Paris,Shooting,25m Rapid Fire Pistol Men,No medal,India
Singh Tomar,M,India,IND,2024,Paris,Shooting,50m Rifle 3 Positions Men,No medal,India
Singh Naruka,M,India,IND,2024,Paris,Shooting,Skeet Men,No medal,India
Singh Naruka,M,India,IND,2024,Paris,Shooting,Skeet Mixed Team,No medal,India
Anish Anish,M,India,IND,2024,Paris,Shooting,25m Rapid Fire Pistol Men,No medal,India
Arjun Babuta,M,India,IND,2024,Paris,Shooting,10m Air Rifle Men,No medal,India
Arjun Babuta,M,India,IND,2024,Paris,Shooting,10m Air Rifle Mixed Team,No medal,India
Singh Cheema,M,India,IND,2024,Paris,Shooting,10m Air Pistol Men,No medal,India
Singh Cheema,M,India,IND,2024,Paris,Shooting,10m Air Pistol Mixed Team,No medal,India
Abderrahmane Boushita,M,Morocco,MAR,2024,Paris,Judo,Men -66 kg,No medal,Morocco
Sandee Singh,M,India,IND,2024,Paris,Shooting,10m Air Rifle Men,No medal,India
Sandee Singh,M,India,IND,2024,Paris,Shooting,10m Air Rifle Mixed Team,No medal,India
Kaur Samra,F,India,IND,2024,Paris,Shooting,50m Rifle 3 Positions Women,No medal,India
Esha Singh,F,India,IND,2024,Paris,Shooting,25m Pistol Women,No medal,India
Ramita Ramita,F,India,IND,2024,Paris,Shooting,10m Air Rifle Women,No medal,India
Ramita Ramita,F,India,IND,2024,Paris,Shooting,10m Air Rifle Mixed Team,No medal,India
Rajeshwari Kumari,F,India,IND,2024,Paris,Shooting,Trap Women,No medal,India
Rhythm Sangwan,F,India,IND,2024,Paris,Shooting,10m Air Pistol Women,No medal,India
Rhythm Sangwan,F,India,IND,2024,Paris,Shooting,10m Air Pistol Mixed Team,No medal,India
Lakshya Sen,M,India,IND,2024,Paris,Badminton,Men's Singles,No medal,India
di Maria,M,Argentina,ARG,2024,Paris,Fencing,Men's Sabre Individual,No medal,Argentina
Rachael Darragh,F,Ireland,IRL,2024,Paris,Badminton,Women's Singles,No medal,Ireland
McNULTY Harry,M,Ireland,IRL,2024,Paris,Rugby Sevens,Men,No medal,Ireland
Bryan Mollen,M,Ireland,IRL,2024,Paris,Rugby Sevens,Men,No medal,Ireland
Terry Kennedy,M,Ireland,IRL,2024,Paris,Rugby Sevens,Men,No medal,Ireland
Grainne Walsh,F,Ireland,IRL,2024,Paris,Boxing,Women's 66kg,No medal,Ireland
Jake Passmore,M,Ireland,IRL,2024,Paris,Diving,Men's 3m Springboard,No medal,Ireland
Sarah Healy,F,Ireland,IRL,2024,Paris,Athletics,Women's 1500m,No medal,Ireland
McCANN Luke,M,Ireland,IRL,2024,Paris,Athletics,Men's 1500m,No medal,Ireland
McCORMACK Fionnuala,F,Ireland,IRL,2024,Paris,Athletics,Women's Marathon,No medal,Ireland
Victoria Catterson,F,Ireland,IRL,2024,Paris,Swimming,Women's 4 x 100m Freestyle Relay,No medal,Ireland
Victoria Catterson,F,Ireland,IRL,2024,Paris,Swimming,Relay Only Athlete,No medal,Ireland
Conor Ferguson,M,Ireland,IRL,2024,Paris,Swimming,Men's 4 x 100m Medley Relay,No medal,Ireland
Conor Ferguson,M,Ireland,IRL,2024,Paris,Swimming,Relay Only Athlete,No medal,Ireland
Daniel Wiffen,M,Ireland,IRL,2024,Paris,"Marathon Swimming, Swimming",Men's 10km,No medal,Ireland
Daniel Wiffen,M,Ireland,IRL,2024,Paris,"Marathon Swimming, Swimming",Men's 1500m Freestyle,No medal,Ireland
Daniel Wiffen,M,Ireland,IRL,2024,Paris,"Marathon Swimming, Swimming",Men's 800m Freestyle,No medal,Ireland
Megan Armitage,F,Ireland,IRL,2024,Paris,Cycling Road,Women's Road Race,No medal,Ireland
Lara Gillespie,F,Ireland,IRL,2024,Paris,Cycling Track,Women's Madison,No medal,Ireland
Lara Gillespie,F,Ireland,IRL,2024,Paris,Cycling Track,Women's Omnium,No medal,Ireland
Lara Gillespie,F,Ireland,IRL,2024,Paris,Cycling Track,Women's Team Pursuit,No medal,Ireland
Kelly Murphy,F,Ireland,IRL,2024,Paris,Cycling Track,Women's Team Pursuit,No medal,Ireland
Mia Griffin,F,Ireland,IRL,2024,Paris,Cycling Track,Women's Madison,No medal,Ireland
Mia Griffin,F,Ireland,IRL,2024,Paris,Cycling Track,Women's Omnium,No medal,Ireland
Mia Griffin,F,Ireland,IRL,2024,Paris,Cycling Track,Women's Team Pursuit,No medal,Ireland
Erin Creighton,F,Ireland,IRL,2024,Paris,Cycling Track,Women's Madison,No medal,Ireland
Erin Creighton,F,Ireland,IRL,2024,Paris,Cycling Track,Women's Team Pursuit,No medal,Ireland
Alice Sharpe,F,Ireland,IRL,2024,Paris,Cycling Track,Women's Madison,No medal,Ireland
Alice Sharpe,F,Ireland,IRL,2024,Paris,Cycling Track,Women's Team Pursuit,No medal,Ireland
Ben Healy,M,Ireland,IRL,2024,Paris,Cycling Road,Men's Road Race,No medal,Ireland
Leona Maguire,F,Ireland,IRL,2024,Paris,Golf,Women's Individual Stroke Play,No medal,Ireland
Mc Rhys,M,Ireland,IRL,2024,Paris,Artistic Gymnastics,Men,No medal,Ireland
Mc Rhys,M,Ireland,IRL,2024,Paris,Artistic Gymnastics,Men's Pommel Horse,Gold,Ireland
Fiona Murtagh,F,Ireland,IRL,2024,Paris,Rowing,Women's Pair,No medal,Ireland
Imogen Magner,F,Ireland,IRL,2024,Paris,Rowing,Women's Four,No medal,Ireland
Natalie Long,F,Ireland,IRL,2024,Paris,Rowing,Women's Four,No medal,Ireland
Aoife Casey,F,Ireland,IRL,2024,Paris,Rowing,Lightweight Women's Double Sculls,No medal,Ireland
Aifric Keogh,F,Ireland,IRL,2024,Paris,Rowing,Women's Pair,No medal,Ireland
Alejandro Tosti,M,Argentina,ARG,2024,Paris,Golf,Men's Individual Stroke Play,No medal,Argentina
Juan Bar,M,Argentina,ARG,2024,Paris,Handball,Men,No medal,Argentina
Nicolas Bonanno,M,Argentina,ARG,2024,Paris,Handball,Men,No medal,Argentina
Federico Fernandez,M,Argentina,ARG,2024,Paris,Handball,Men,No medal,Argentina
Guillermo Fischer,M,Argentina,ARG,2024,Paris,Handball,Men,No medal,Argentina
Leonel Maciel,M,Argentina,ARG,2024,Paris,Handball,Men,No medal,Argentina
Adriana Penruddocke,F,Bermuda,BER,2024,Paris,Sailing,Women's Dinghy,No medal,Bermuda
Pedro Martinez,M,Argentina,ARG,2024,Paris,Handball,Men,No medal,Argentina
Charlotte Webster,F,Cayman Islands,CAY,2024,Paris,Sailing,Women's Dinghy,No medal,Cayman Islands
Lucas Moscariello,M,Argentina,ARG,2024,Paris,Handball,Men,No medal,Argentina
Andres Moyano,M,Argentina,ARG,2024,Paris,Handball,Men,No medal,Argentina
Gaston Mourino,M,Argentina,ARG,2024,Paris,Handball,Men,No medal,Argentina
James Parker,M,Argentina,ARG,2024,Paris,Handball,Men,No medal,Argentina
Federico Pizarro,M,Argentina,ARG,2024,Paris,Handball,Men,No medal,Argentina
Geohagan Crooks,F,Cayman Islands,CAY,2024,Paris,Swimming,Women's 100m Freestyle,No medal,Cayman Islands
Emma Harvey,F,Bermuda,BER,2024,Paris,Swimming,Women's 100m Backstroke,No medal,Bermuda
Erica Hawley,F,Bermuda,BER,2024,Paris,Triathlon,Women's Individual,No medal,Bermuda
Tyler Smith,M,Bermuda,BER,2024,Paris,Triathlon,Men's Individual,No medal,Bermuda
Alin Alexuc,M,Romania,ROU,2024,Paris,Wrestling,Men's Greco-Roman 130kg,No medal,Romania
Razvan Arnaut,M,Romania,ROU,2024,Paris,Wrestling,Men's Greco-Roman 60kg,No medal,Romania
Beatrice Ana,F,Romania,ROU,2024,Paris,Wrestling,Women's Freestyle 53kg,No medal,Romania
Catalina Axente,F,Romania,ROU,2024,Paris,Wrestling,Women's Freestyle 76kg,No medal,Romania
Tunde Incze,F,Romania,ROU,2024,Paris,Wrestling,Women's Freestyle 62kg,No medal,Romania
Akhmed Tazhudinov,M,Bahrain,BRN,2024,Paris,Wrestling,Men's Freestyle 97kg,Gold,Bahrain
Kaimauri Erati,M,Kiribati,KIR,2024,Paris,Weightlifting,Men's 61kg,No medal,Kiribati
Gor Minasyan,M,Bahrain,BRN,2024,Paris,Weightlifting,Men's +102kg,Bronze,Bahrain
Lesman Montano,M,Bahrain,BRN,2024,Paris,Weightlifting,Men's 102kg,No medal,Bahrain
Jugurtha Ait,M,Algeria,ALG,2024,Paris,Boxing,Men's 63.5kg,No medal,Algeria
Mourad Kadi,M,Algeria,ALG,2024,Paris,Boxing,Men's +92kg,No medal,Algeria
Roumaysa Boualam,F,Algeria,ALG,2024,Paris,Boxing,Women's 50kg,No medal,Algeria
Imane Khelif,F,Algeria,ALG,2024,Paris,Boxing,Women's 66kg,Gold,Algeria
Dounia Khelif,F,Algeria,ALG,2024,Paris,Boxing,Women's 60kg,No medal,Algeria
Ignacio Pizarro,M,Argentina,ARG,2024,Paris,Handball,Men,No medal,Argentina
Pablo Simonet,M,Argentina,ARG,2024,Paris,Handball,Men,No medal,Argentina
Diego Simonet,M,Argentina,ARG,2024,Paris,Handball,Men,No medal,Argentina
Nicolas Bono,M,Argentina,ARG,2024,Paris,Handball,Men,No medal,Argentina
Marcos Moneta,M,Argentina,ARG,2024,Paris,Rugby Sevens,Men,No medal,Argentina
Santiago Vera,M,Argentina,ARG,2024,Paris,Rugby Sevens,Men,No medal,Argentina
Matias Osadczuk,M,Argentina,ARG,2024,Paris,Rugby Sevens,Men,No medal,Argentina
Santiago Alvarez,M,Argentina,ARG,2024,Paris,Rugby Sevens,Men,No medal,Argentina
German Schulz,M,Argentina,ARG,2024,Paris,Rugby Sevens,Men,No medal,Argentina
Joaquin Pellandini,M,Argentina,ARG,2024,Paris,Rugby Sevens,Men,No medal,Argentina
Gaston Revol,M,Argentina,ARG,2024,Paris,Rugby Sevens,Men,No medal,Argentina
Soren Opti,M,Suriname,SUR,2024,Paris,Badminton,Men's Singles,No medal,Suriname
