NOC,country,Sport,gold_count,total_medals,athlete_count
MNE,Montenegro,Handball,0,44,32
MNE,Montenegro,Judo,0,4,2
MNE,Montenegro,Sailing,0,4,2
MNE,Montenegro,Shooting,0,5,2
MNE,Montenegro,Swimming,0,7,7
MNE,Montenegro,Tennis,0,2,2
MNE,Montenegro,Water Polo,0,65,41
MON,Monaco,Archery,0,2,1
MON,Monaco,Art Competitions,0,8,4
MON,Monaco,Athletics,0,17,8
MON,Monaco,Cycling,0,1,1
MON,Monaco,Fencing,0,7,4
MON,Monaco,Gymnastics,0,8,3
MON,Monaco,Judo,0,10,6
MON,Monaco,Marathon Swimming,0,1,1
MON,Monaco,Rowing,0,9,7
MON,Monaco,Sailing,0,13,11
MON,Monaco,Shooting,0,51,20
MON,Monaco,Swimming,0,15,8
MON,Monaco,Table Tennis,0,2,1
MON,Monaco,Taekwondo,0,1,1
MON,Monaco,Triathlon,0,1,1
MON,Monaco,Weightlifting,0,2,2
MOZ,Mozambique,Athletics,1,39,25
MOZ,Mozambique,Boxing,0,9,8
MOZ,Mozambique,Canoe Sprint,0,1,1
MOZ,Mozambique,Canoeing,0,4,2
MOZ,Mozambique,Judo,0,5,5
MOZ,Mozambique,Sailing,0,4,3
MOZ,Mozambique,Swimming,0,33,23
MRI,Mauritius,Archery,0,3,2
MRI,Mauritius,Athletics,0,51,31
MRI,Mauritius,Badminton,0,30,12
MRI,Mauritius,Beach Volleyball,0,2,2
MRI,Mauritius,Boxing,0,16,14
MRI,Mauritius,Cycling,0,2,1
MRI,Mauritius,Cycling Road,0,2,2
MRI,Mauritius,Judo,0,8,6
MRI,Mauritius,Sailing,0,3,3
MRI,Mauritius,Swimming,0,29,18
MRI,Mauritius,Table Tennis,0,5,3
MRI,Mauritius,Triathlon,0,3,2
MRI,Mauritius,Weightlifting,0,8,7
MRI,Mauritius,Wrestling,0,2,1
MTN,Mauritania,Athletics,0,25,19
MTN,Mauritania,Swimming,0,1,1
MTN,Mauritania,Wrestling,0,7,5
MYA,Myanmar,Archery,0,5,4
MYA,Myanmar,Athletics,0,30,20
MYA,Myanmar,Badminton,0,2,1
MYA,Myanmar,Boxing,0,20,17
MYA,Myanmar,Canoeing,0,2,1
MYA,Myanmar,Football,0,13,13
MYA,Myanmar,Judo,0,3,3
MYA,Myanmar,Rowing,0,2,1
MYA,Myanmar,Sailing,0,6,3
MYA,Myanmar,Shooting,0,7,6
MYA,Myanmar,Swimming,0,8,6
MYA,Myanmar,Weightlifting,0,17,14
NAM,Namibia,Athletics,0,35,18
NAM,Namibia,Boxing,0,14,12
NAM,Namibia,Cycling,0,10,6
NAM,Namibia,Cycling Mountain Bike,0,3,2
NAM,Namibia,Cycling Road,0,3,2
NAM,Namibia,Gymnastics,0,5,1
NAM,Namibia,Marathon Swimming,0,2,2
NAM,Namibia,Rowing,0,1,1
NAM,Namibia,Shooting,0,8,2
NAM,Namibia,Swimming,0,9,2
NAM,Namibia,Wrestling,0,2,2
NBO,,Athletics,0,2,2
NCA,Nicaragua,Athletics,0,40,27
NCA,Nicaragua,Baseball,0,20,19
NCA,Nicaragua,Boxing,0,14,14
NCA,Nicaragua,Cycling,0,10,5
NCA,Nicaragua,Judo,0,7,5
NCA,Nicaragua,Rowing,0,3,2
NCA,Nicaragua,Shooting,0,10,6
NCA,Nicaragua,Surfing,0,1,1
NCA,Nicaragua,Swimming,0,25,14
NCA,Nicaragua,Taekwondo,0,1,1
NCA,Nicaragua,Weightlifting,0,12,11
NCA,Nicaragua,Wrestling,0,1,1
NED,Netherlands,3x3 Basketball,4,8,6
NED,Netherlands,Archery,8,72,38
NED,Netherlands,Art Competitions,2,209,115
NED,Netherlands,Artistic Gymnastics,0,101,14
NED,Netherlands,Artistic Swimming,0,4,2
NED,Netherlands,Athletics,18,633,336
NED,Netherlands,Badminton,0,38,20
NED,Netherlands,Baseball,0,92,64
NED,Netherlands,Beach Volleyball,0,40,25
NED,Netherlands,Boxing,1,68,60
NED,Netherlands,Breaking,0,3,3
NED,Netherlands,Canoe Slalom,0,7,3
NED,Netherlands,Canoe Sprint,0,4,2
NED,Netherlands,Canoeing,0,85,46
NED,Netherlands,Cycling,25,473,236
NED,Netherlands,Cycling BMX Racing,1,12,9
NED,Netherlands,Cycling Mountain Bike,0,6,5
NED,Netherlands,Cycling Road,1,22,13
NED,Netherlands,Cycling Track,12,53,17
NED,Netherlands,Diving,0,38,25
NED,Netherlands,Equestrian,0,40,15
NED,Netherlands,Equestrianism,18,248,81
NED,Netherlands,Fencing,0,254,82
NED,Netherlands,Football,0,133,124
NED,Netherlands,Golf,0,3,2
NED,Netherlands,Gymnastics,12,349,83
NED,Netherlands,Handball,0,46,31
NED,Netherlands,Hockey,133,489,314
NED,Netherlands,Judo,4,124,66
NED,Netherlands,Marathon Swimming,1,3,2
NED,Netherlands,Modern Pentathlon,0,18,13
NED,Netherlands,Rowing,36,538,391
NED,Netherlands,Sailing,15,231,149
NED,Netherlands,Shooting,0,175,68
NED,Netherlands,Skateboarding,0,4,2
NED,Netherlands,Softball,0,30,30
NED,Netherlands,Swimming,30,775,271
NED,Netherlands,Synchronized Swimming,0,14,8
NED,Netherlands,Table Tennis,0,44,11
NED,Netherlands,Taekwondo,0,7,7
NED,Netherlands,Tennis,0,69,29
NED,Netherlands,Trampolining,0,4,2
NED,Netherlands,Triathlon,0,23,16
NED,Netherlands,Tug-Of-War,0,8,8
NED,Netherlands,Volleyball,12,118,85
NED,Netherlands,Water Polo,12,221,164
NED,Netherlands,Weightlifting,0,24,20
NED,Netherlands,Wrestling,0,44,36
NEP,Nepal,Archery,0,1,1
NEP,Nepal,Athletics,0,41,32
NEP,Nepal,Badminton,0,1,1
NEP,Nepal,Boxing,0,15,14
NEP,Nepal,Judo,0,6,6
NEP,Nepal,Shooting,0,9,9
NEP,Nepal,Swimming,0,16,13
NEP,Nepal,Table Tennis,0,1,1
NEP,Nepal,Taekwondo,0,3,3
NEP,Nepal,Weightlifting,0,7,7
NFL,,Athletics,0,1,1
NGR,Nigeria,Artistic Gymnastics,0,7,1
NGR,Nigeria,Athletics,7,486,245
NGR,Nigeria,Badminton,0,9,6
NGR,Nigeria,Basketball,0,71,62
NGR,Nigeria,Boxing,0,75,69
NGR,Nigeria,Canoe Sprint,0,5,3
NGR,Nigeria,Canoeing,0,2,1
NGR,Nigeria,"Cycling Road, Cycling Track",0,3,1
NGR,Nigeria,Football,16,181,166
NGR,Nigeria,Handball,0,16,16
NGR,Nigeria,Judo,0,11,8
NGR,Nigeria,Rowing,0,2,2
NGR,Nigeria,Swimming,0,15,12
NGR,Nigeria,Table Tennis,0,80,23
NGR,Nigeria,Taekwondo,0,9,5
NGR,Nigeria,Tennis,0,6,4
NGR,Nigeria,Weightlifting,0,29,23
NGR,Nigeria,Wrestling,0,46,36
NIG,Niger,Athletics,0,24,21
NIG,Niger,Boxing,0,13,11
NIG,Niger,Fencing,0,1,1
NIG,Niger,Judo,0,5,4
NIG,Niger,Rowing,0,1,1
NIG,Niger,Swimming,0,12,12
NIG,Niger,Taekwondo,0,5,5
NOR,Norway,Archery,0,18,9
NOR,Norway,Art Competitions,0,17,8
NOR,Norway,Artistic Gymnastics,0,5,2
NOR,Norway,Athletics,11,397,234
NOR,Norway,Badminton,0,3,3
NOR,Norway,Beach Volleyball,2,28,16
NOR,Norway,Boxing,1,56,51
NOR,Norway,Canoe Sprint,0,8,5
NOR,Norway,Canoeing,9,100,51
NOR,Norway,Cycling,2,152,84
NOR,Norway,Cycling BMX Racing,0,1,1
NOR,Norway,Cycling Mountain Bike,0,2,2
NOR,Norway,Cycling Road,0,14,10
NOR,Norway,Cycling Track,0,2,2
NOR,Norway,Diving,0,26,18
NOR,Norway,Equestrian,0,3,3
NOR,Norway,Equestrianism,0,60,24
NOR,Norway,Fencing,0,104,38
NOR,Norway,Figure Skating,0,6,6
NOR,Norway,Football,17,118,110
NOR,Norway,Golf,0,10,9
NOR,Norway,Gymnastics,44,346,127
NOR,Norway,Handball,43,177,122
NOR,Norway,Judo,0,4,4
NOR,Norway,"Marathon Swimming, Swimming",0,3,1
NOR,Norway,Modern Pentathlon,0,6,5
NOR,Norway,Rhythmic Gymnastics,0,1,1
NOR,Norway,Rowing,4,188,133
NOR,Norway,Sailing,81,279,211
NOR,Norway,Shooting,29,436,125
NOR,Norway,Swimming,0,114,48
NOR,Norway,Taekwondo,0,6,4
NOR,Norway,Tennis,0,35,12
NOR,Norway,Triathlon,1,9,7
NOR,Norway,Weightlifting,2,15,12
NOR,Norway,Wrestling,4,89,62
NRU,Nauru,Athletics,0,2,2
NRU,Nauru,Judo,0,2,2
NRU,Nauru,Weightlifting,0,12,9
NZL,New Zealand,Archery,0,10,8
NZL,New Zealand,Artistic Gymnastics,0,13,2
NZL,New Zealand,Artistic Swimming,0,2,2
NZL,New Zealand,Athletics,11,268,163
NZL,New Zealand,Badminton,0,15,9
NZL,New Zealand,Basketball,0,60,43
NZL,New Zealand,Beach Volleyball,0,2,2
NZL,New Zealand,Boxing,1,29,28
NZL,New Zealand,Canoe Slalom,1,7,3
NZL,New Zealand,Canoe Sprint,11,31,12
NZL,New Zealand,Canoeing,12,75,33
NZL,New Zealand,Cycling,1,230,121
NZL,New Zealand,Cycling BMX Racing,0,4,4
NZL,New Zealand,Cycling Mountain Bike,0,3,3
NZL,New Zealand,Cycling Road,0,10,6
NZL,New Zealand,Cycling Track,2,57,27
NZL,New Zealand,Diving,0,8,8
NZL,New Zealand,Equestrian,0,24,11
NZL,New Zealand,Equestrianism,3,121,39
NZL,New Zealand,Fencing,0,8,5
NZL,New Zealand,Football,0,164,119
NZL,New Zealand,Golf,1,8,5
NZL,New Zealand,Gymnastics,0,51,9
NZL,New Zealand,Hockey,14,346,234
NZL,New Zealand,Judo,0,21,17
NZL,New Zealand,Karate,0,1,1
NZL,New Zealand,Modern Pentathlon,0,1,1
NZL,New Zealand,Rhythmic Gymnastics,0,2,2
NZL,New Zealand,Rowing,45,306,199
NZL,New Zealand,Rugby Sevens,25,76,54
NZL,New Zealand,Sailing,14,176,114
NZL,New Zealand,Shooting,0,46,27
NZL,New Zealand,Softball,0,15,15
NZL,New Zealand,Sport Climbing,0,2,2
NZL,New Zealand,Surfing,0,4,3
NZL,New Zealand,Swimming,2,342,120
NZL,New Zealand,Synchronized Swimming,0,6,4
NZL,New Zealand,Table Tennis,0,17,5
NZL,New Zealand,Taekwondo,0,9,7
NZL,New Zealand,Tennis,0,14,9
NZL,New Zealand,Trampoline Gymnastics,0,4,2
NZL,New Zealand,Trampolining,0,1,1
NZL,New Zealand,Triathlon,1,36,20
NZL,New Zealand,Water Polo,1,1,1
NZL,New Zealand,Weightlifting,0,30,23
NZL,New Zealand,Wrestling,0,18,17
OMA,Oman,Athletics,0,42,23
OMA,Oman,Boxing,0,2,2
OMA,Oman,Cycling,0,1,1
OMA,Oman,Sailing,0,1,1
OMA,Oman,Shooting,0,23,16
OMA,Oman,Swimming,0,5,4
OMA,Oman,Weightlifting,0,1,1
PAK,Pakistan,Athletics,1,134,68
PAK,Pakistan,Badminton,0,1,1
PAK,Pakistan,Boxing,0,48,38
PAK,Pakistan,Cycling,0,31,11
PAK,Pakistan,Hockey,42,245,151
PAK,Pakistan,Judo,0,2,2
PAK,Pakistan,Rowing,0,3,3
PAK,Pakistan,Sailing,0,10,8
PAK,Pakistan,Shooting,0,31,17
PAK,Pakistan,Swimming,0,29,22
PAK,Pakistan,Table Tennis,0,1,1
PAK,Pakistan,Weightlifting,0,13,8
PAK,Pakistan,Wrestling,0,32,24
PAN,Panama,Artistic Gymnastics,0,6,1
PAN,Panama,Athletics,1,42,23
PAN,Panama,Basketball,0,12,12
PAN,Panama,Boxing,0,7,6
PAN,Panama,Canoeing,0,1,1
PAN,Panama,Cycling Road,0,2,2
PAN,Panama,Fencing,0,3,3
PAN,Panama,Gymnastics,0,4,1
PAN,Panama,Judo,0,7,6
PAN,Panama,Shooting,0,4,3
PAN,Panama,Swimming,0,38,17
PAN,Panama,Taekwondo,0,2,1
PAN,Panama,Weightlifting,0,17,12
PAN,Panama,Wrestling,0,18,12
PAR,Paraguay,Athletics,0,35,24
PAR,Paraguay,Beach Volleyball,0,2,2
PAR,Paraguay,Boxing,0,4,4
PAR,Paraguay,Cycling Road,0,1,1
PAR,Paraguay,Fencing,0,9,7
PAR,Paraguay,Football,0,53,51
PAR,Paraguay,Golf,0,4,3
PAR,Paraguay,Judo,0,6,5
PAR,Paraguay,Rowing,0,8,6
PAR,Paraguay,Sailing,0,2,2
PAR,Paraguay,Shooting,0,10,9
PAR,Paraguay,Swimming,0,25,15
PAR,Paraguay,Table Tennis,0,3,1
PAR,Paraguay,Tennis,0,10,6
PER,Peru,Art Competitions,0,3,2
PER,Peru,Artistic Gymnastics,0,5,1
PER,Peru,Athletics,0,101,70
PER,Peru,Badminton,0,7,6
PER,Peru,Basketball,0,32,32
PER,Peru,Boxing,0,10,10
PER,Peru,Canoeing,0,1,1
PER,Peru,Cycling,0,26,15
PER,Peru,Cycling Road,0,1,1
PER,Peru,Diving,0,3,2
PER,Peru,Equestrianism,0,2,2
PER,Peru,Fencing,0,10,7
PER,Peru,Football,0,31,31
PER,Peru,Gymnastics,0,4,1
PER,Peru,Judo,0,7,5
PER,Peru,Karate,0,1,1
PER,Peru,Marathon Swimming,0,1,1
PER,Peru,Modern Pentathlon,0,2,2
PER,Peru,Rowing,0,16,16
PER,Peru,Sailing,0,14,10
PER,Peru,Shooting,1,96,45
PER,Peru,Skateboarding,0,1,1
PER,Peru,Surfing,0,7,6
PER,Peru,Swimming,0,85,37
PER,Peru,Table Tennis,0,11,7
PER,Peru,Taekwondo,0,3,2
PER,Peru,Tennis,0,4,4
PER,Peru,Volleyball,0,75,49
PER,Peru,Weightlifting,0,14,13
PER,Peru,Wrestling,0,23,16
PHI,Philippines,Archery,0,10,9
PHI,Philippines,Art Competitions,0,2,2
PHI,Philippines,Artistic Gymnastics,2,33,4
PHI,Philippines,Athletics,0,101,57
PHI,Philippines,Badminton,0,1,1
PHI,Philippines,Basketball,0,79,63
PHI,Philippines,Boxing,0,84,73
PHI,Philippines,Cycling,0,27,16
PHI,Philippines,Diving,0,4,3
PHI,Philippines,Equestrianism,0,3,2
PHI,Philippines,Fencing,0,3,3
PHI,Philippines,Golf,0,6,5
PHI,Philippines,Gymnastics,0,20,5
PHI,Philippines,Judo,0,17,13
PHI,Philippines,Rowing,0,4,4
PHI,Philippines,Sailing,0,20,14
PHI,Philippines,Shooting,0,73,36
PHI,Philippines,Skateboarding,0,1,1
PHI,Philippines,Swimming,0,203,65
PHI,Philippines,Table Tennis,0,1,1
PHI,Philippines,Taekwondo,0,11,8
PHI,Philippines,Weightlifting,1,28,18
PHI,Philippines,Wrestling,0,26,15
PLE,Palestine,Athletics,0,13,13
PLE,Palestine,Boxing,0,1,1
PLE,Palestine,Equestrianism,0,1,1
PLE,Palestine,Judo,0,4,4
PLE,Palestine,Shooting,0,1,1
PLE,Palestine,Swimming,0,12,10
PLE,Palestine,Taekwondo,0,1,1
PLE,Palestine,Weightlifting,0,1,1
PLW,Palau,Athletics,0,11,9
PLW,Palau,Canoeing,0,2,1
PLW,Palau,Judo,0,1,1
PLW,Palau,Swimming,0,11,11
PLW,Palau,Weightlifting,0,2,2
PLW,Palau,Wrestling,0,4,3
PNG,Papua New Guinea,Athletics,0,62,31
PNG,Papua New Guinea,Boxing,0,17,14
PNG,Papua New Guinea,Judo,0,2,1
PNG,Papua New Guinea,Sailing,0,4,3
PNG,Papua New Guinea,Shooting,0,3,2
PNG,Papua New Guinea,Swimming,0,16,8
PNG,Papua New Guinea,Taekwondo,0,6,5
PNG,Papua New Guinea,Weightlifting,0,13,7
POL,Poland,3x3 Basketball,0,8,7
POL,Poland,Archery,0,71,33
POL,Poland,Art Competitions,3,163,93
POL,Poland,Artistic Gymnastics,0,5,1
POL,Poland,Athletics,41,1004,551
POL,Poland,Badminton,0,32,13
POL,Poland,Basketball,0,82,69
POL,Poland,Beach Volleyball,0,14,9
POL,Poland,Boxing,8,146,114
POL,Poland,Canoe Slalom,0,11,5
POL,Poland,Canoe Sprint,0,32,16
POL,Poland,Canoeing,0,288,139
POL,Poland,Cycling,0,242,132
POL,Poland,Cycling Mountain Bike,0,4,4
POL,Poland,Cycling Road,0,15,8
POL,Poland,Cycling Track,0,43,16
POL,Poland,Diving,0,22,11
POL,Poland,Equestrian,0,25,13
POL,Poland,Equestrianism,1,128,53
POL,Poland,Fencing,8,443,157
POL,Poland,Football,17,106,97
POL,Poland,Golf,0,2,1
POL,Poland,Gymnastics,1,641,77
POL,Poland,Handball,0,72,54
POL,Poland,Hockey,0,92,85
POL,Poland,Judo,3,85,57
POL,Poland,Marathon Swimming,0,1,1
POL,Poland,Modern Pentathlon,5,65,32
POL,Poland,Rhythmic Gymnastics,0,15,13
POL,Poland,Rowing,10,339,233
POL,Poland,Sailing,1,115,84
POL,Poland,Shooting,4,203,88
POL,Poland,Skateboarding,0,1,1
POL,Poland,Sport Climbing,1,3,2
POL,Poland,Swimming,1,333,125
POL,Poland,Table Tennis,0,53,18
POL,Poland,Taekwondo,0,6,6
POL,Poland,Tennis,0,53,22
POL,Poland,Triathlon,0,8,5
POL,Poland,Volleyball,12,178,129
POL,Poland,Weightlifting,5,121,77
POL,Poland,Wrestling,5,189,124
POR,Portugal,Archery,0,8,4
POR,Portugal,Art Competitions,0,1,1
POR,Portugal,Artistic Gymnastics,0,11,1
POR,Portugal,Athletics,5,369,191
POR,Portugal,Badminton,0,12,6
POR,Portugal,Beach Volleyball,0,8,4
POR,Portugal,Boxing,0,1,1
POR,Portugal,Breaking,0,1,1
POR,Portugal,Canoe Slalom,0,1,1
POR,Portugal,Canoe Sprint,0,13,7
POR,Portugal,Canoeing,0,53,22
POR,Portugal,Cycling,0,38,22
POR,Portugal,Cycling Mountain Bike,0,2,1
POR,Portugal,Cycling Road,0,9,4
POR,Portugal,Cycling Track,2,7,4
POR,Portugal,Diving,0,1,1
POR,Portugal,Equestrian,0,19,10
POR,Portugal,Equestrianism,0,116,39
POR,Portugal,Fencing,0,113,50
POR,Portugal,Football,0,65,64
POR,Portugal,Golf,0,2,2
POR,Portugal,Gymnastics,0,146,21
POR,Portugal,Handball,0,15,15
POR,Portugal,Judo,0,68,41
POR,Portugal,Marathon Swimming,0,3,2
POR,Portugal,Modern Pentathlon,0,18,8
POR,Portugal,Rhythmic Gymnastics,0,3,3
POR,Portugal,Rowing,0,43,36
POR,Portugal,Sailing,0,137,71
POR,Portugal,Shooting,0,126,50
POR,Portugal,Skateboarding,0,3,2
POR,Portugal,Surfing,0,4,2
POR,Portugal,Swimming,0,176,75
POR,Portugal,Table Tennis,0,30,10
POR,Portugal,Taekwondo,0,3,3
POR,Portugal,Tennis,0,20,10
POR,Portugal,Trampoline Gymnastics,0,2,2
POR,Portugal,Trampolining,0,7,4
POR,Portugal,Triathlon,0,16,12
POR,Portugal,Water Polo,0,9,9
POR,Portugal,Weightlifting,0,10,6
POR,Portugal,Wrestling,0,20,15
PRK,North Korea,Archery,0,19,15
PRK,North Korea,Artistic Gymnastics,0,4,1
PRK,North Korea,Athletics,0,41,29
PRK,North Korea,Boxing,2,27,23
PRK,North Korea,Cycling,0,3,3
PRK,North Korea,Diving,0,35,21
PRK,North Korea,Football,0,46,46
PRK,North Korea,Gymnastics,3,261,39
PRK,North Korea,Judo,2,36,30
PRK,North Korea,Rhythmic Gymnastics,0,2,2
PRK,North Korea,Rowing,0,6,6
PRK,North Korea,Shooting,1,62,31
PRK,North Korea,Synchronized Swimming,0,6,6
PRK,North Korea,Table Tennis,0,55,26
PRK,North Korea,Volleyball,0,11,11
PRK,North Korea,Weightlifting,5,51,40
PRK,North Korea,Wrestling,3,35,27
PUR,Puerto Rico,Archery,0,8,8
PUR,Puerto Rico,Athletics,1,166,108
PUR,Puerto Rico,Baseball,0,20,20
PUR,Puerto Rico,Basketball,0,144,101
PUR,Puerto Rico,Beach Volleyball,0,2,2
PUR,Puerto Rico,Boxing,0,92,91
PUR,Puerto Rico,Cycling,0,5,4
PUR,Puerto Rico,Diving,0,16,8
PUR,Puerto Rico,Equestrian,0,1,1
PUR,Puerto Rico,Equestrianism,0,7,6
PUR,Puerto Rico,Fencing,0,13,11
PUR,Puerto Rico,Golf,0,3,3
PUR,Puerto Rico,Gymnastics,0,45,7
PUR,Puerto Rico,Judo,0,41,31
PUR,Puerto Rico,Rowing,0,3,2
PUR,Puerto Rico,Sailing,0,45,30
PUR,Puerto Rico,Shooting,0,64,40
PUR,Puerto Rico,Skateboarding,0,3,3
PUR,Puerto Rico,Softball,0,15,15
PUR,Puerto Rico,Swimming,0,192,54
PUR,Puerto Rico,Synchronized Swimming,0,2,2
PUR,Puerto Rico,Table Tennis,0,8,6
PUR,Puerto Rico,Taekwondo,0,5,5
PUR,Puerto Rico,Tennis,1,5,4
PUR,Puerto Rico,Triathlon,0,1,1
PUR,Puerto Rico,Volleyball,0,12,12
PUR,Puerto Rico,Weightlifting,0,33,22
PUR,Puerto Rico,Wrestling,0,31,24
QAT,Qatar,Archery,0,1,1
QAT,Qatar,Athletics,1,110,71
QAT,Qatar,Beach Volleyball,0,6,4
QAT,Qatar,Boxing,0,2,2
QAT,Qatar,Equestrianism,0,8,4
QAT,Qatar,Fencing,0,1,1
QAT,Qatar,Football,0,31,31
QAT,Qatar,Handball,0,15,15
QAT,Qatar,Judo,0,2,2
QAT,Qatar,Rowing,0,1,1
QAT,Qatar,Sailing,0,2,2
QAT,Qatar,Shooting,0,21,10
QAT,Qatar,Swimming,0,10,7
QAT,Qatar,Table Tennis,0,4,3
QAT,Qatar,Taekwondo,0,1,1
QAT,Qatar,Weightlifting,1,7,6
RHO,,Athletics,0,4,2
RHO,,Boxing,0,4,4
RHO,,Diving,0,1,1
RHO,,Sailing,0,2,2
RHO,,Shooting,0,1,1
ROC,ROC,3x3 Basketball,0,8,8
ROC,ROC,Archery,0,9,4
ROC,ROC,Artistic Gymnastics,8,80,12
ROC,ROC,Artistic Swimming,10,10,8
ROC,ROC,Athletics,1,10,10
ROC,ROC,Badminton,0,4,4
ROC,ROC,Beach Volleyball,0,6,6
ROC,ROC,Boxing,1,11,11
ROC,ROC,Canoe Slalom,0,4,2
ROC,ROC,Canoe Sprint,0,28,15
ROC,ROC,Cycling BMX Freestyle,0,2,2
ROC,ROC,Cycling BMX Racing,0,3,3
ROC,ROC,Cycling Mountain Bike,0,2,2
ROC,ROC,Cycling Road,0,5,4
ROC,ROC,Cycling Track,0,22,10
ROC,ROC,Diving,0,11,7
ROC,ROC,Equestrian,0,10,6
ROC,ROC,Fencing,9,42,24
ROC,ROC,Handball,0,15,15
ROC,ROC,Judo,0,24,13
ROC,ROC,Marathon Swimming,0,2,2
ROC,ROC,Modern Pentathlon,0,3,3
ROC,ROC,Rhythmic Gymnastics,0,7,7
ROC,ROC,Rowing,0,10,10
ROC,ROC,Rugby Sevens,0,13,13
ROC,ROC,Sailing,0,6,6
ROC,ROC,Shooting,2,31,17
ROC,ROC,Sport Climbing,0,3,3
ROC,ROC,Swimming,2,87,36
ROC,ROC,Table Tennis,0,3,3
ROC,ROC,Taekwondo,2,4,4
ROC,ROC,Tennis,2,18,8
ROC,ROC,Trampoline Gymnastics,0,4,4
ROC,ROC,Triathlon,0,8,4
ROC,ROC,Volleyball,0,24,24
ROC,ROC,Water Polo,0,13,13
ROC,ROC,Weightlifting,0,2,2
ROC,ROC,Wrestling,4,17,17
ROT,,Athletics,0,6,6
ROT,,Judo,0,2,2
ROT,,Swimming,0,4,2
ROU,Romania,3x3 Basketball,0,4,4
ROU,Romania,Archery,0,7,6
ROU,Romania,Art Competitions,0,3,2
ROU,Romania,Artistic Gymnastics,0,42,9
ROU,Romania,Athletics,11,346,202
ROU,Romania,Badminton,0,1,1
ROU,Romania,Basketball,0,12,12
ROU,Romania,Boxing,1,118,89
ROU,Romania,Canoe Sprint,0,7,4
ROU,Romania,Canoeing,18,222,105
ROU,Romania,Cycling,0,35,18
ROU,Romania,Cycling Mountain Bike,0,2,2
ROU,Romania,Cycling Road,0,1,1
ROU,Romania,Diving,0,23,13
ROU,Romania,Equestrianism,0,57,29
ROU,Romania,Fencing,7,314,108
ROU,Romania,Football,0,62,62
ROU,Romania,Gymnastics,40,1172,138
ROU,Romania,Handball,0,145,108
ROU,Romania,Judo,1,49,31
ROU,Romania,Modern Pentathlon,0,21,11
ROU,Romania,Rhythmic Gymnastics,0,8,8
ROU,Romania,Rowing,78,439,240
ROU,Romania,Rugby,0,16,16
ROU,Romania,Sailing,0,8,8
ROU,Romania,Shooting,6,136,57
ROU,Romania,Swimming,4,216,61
ROU,Romania,Table Tennis,0,56,16
ROU,Romania,Tennis,0,56,25
ROU,Romania,Triathlon,0,2,1
ROU,Romania,Volleyball,0,54,52
ROU,Romania,Water Polo,0,106,80
ROU,Romania,Weightlifting,2,73,52
ROU,Romania,Wrestling,7,181,109
RSA,South Africa,Archery,0,14,8
RSA,South Africa,Art Competitions,0,21,11
RSA,South Africa,Artistic Gymnastics,0,16,2
RSA,South Africa,Artistic Swimming,0,2,2
RSA,South Africa,Athletics,8,456,256
RSA,South Africa,Badminton,0,23,14
RSA,South Africa,Baseball,0,24,24
RSA,South Africa,Beach Volleyball,0,8,8
RSA,South Africa,Boxing,6,75,69
RSA,South Africa,Canoe Sprint,0,8,4
RSA,South Africa,Canoeing,0,40,24
RSA,South Africa,Cycling,1,136,58
RSA,South Africa,Cycling BMX Freestyle,0,1,1
RSA,South Africa,Cycling BMX Racing,0,2,2
RSA,South Africa,Cycling Mountain Bike,0,4,2
RSA,South Africa,Cycling Road,0,10,7
RSA,South Africa,Cycling Track,0,7,3
RSA,South Africa,Diving,0,10,6
RSA,South Africa,Equestrian,0,2,2
RSA,South Africa,Equestrianism,0,5,5
RSA,South Africa,Fencing,0,34,16
RSA,South Africa,Football,0,85,76
RSA,South Africa,Golf,0,10,8
RSA,South Africa,Gymnastics,0,51,6
RSA,South Africa,Hockey,0,198,152
RSA,South Africa,Judo,0,10,9
RSA,South Africa,Marathon Swimming,0,2,2
RSA,South Africa,Modern Pentathlon,0,11,6
RSA,South Africa,Rhythmic Gymnastics,0,2,2
RSA,South Africa,Rowing,4,76,58
RSA,South Africa,Rugby Sevens,0,52,46
RSA,South Africa,Sailing,0,49,38
RSA,South Africa,Shooting,0,102,36
RSA,South Africa,Skateboarding,0,6,4
RSA,South Africa,Sport Climbing,0,6,6
RSA,South Africa,Surfing,0,4,4
RSA,South Africa,Swimming,11,327,107
RSA,South Africa,Synchronized Swimming,0,4,2
RSA,South Africa,Table Tennis,0,2,2
RSA,South Africa,Taekwondo,0,1,1
RSA,South Africa,Tennis,4,51,26
RSA,South Africa,Triathlon,0,19,11
RSA,South Africa,Tug-Of-War,0,5,5
RSA,South Africa,Water Polo,0,43,41
RSA,South Africa,Weightlifting,0,15,13
RSA,South Africa,Wrestling,0,29,23
RUS,Russia,Archery,0,47,16
RUS,Russia,Art Competitions,0,4,4
RUS,Russia,Athletics,29,604,392
RUS,Russia,Badminton,0,30,16
RUS,Russia,Basketball,0,94,64
RUS,Russia,Beach Volleyball,0,18,14
RUS,Russia,Boxing,10,64,48
RUS,Russia,Canoeing,3,114,57
RUS,Russia,Cycling,5,174,79
RUS,Russia,Diving,6,77,28
RUS,Russia,Equestrianism,0,35,24
RUS,Russia,Fencing,33,218,81
RUS,Russia,Figure Skating,1,2,1
RUS,Russia,Football,0,15,15
RUS,Russia,Golf,0,1,1
RUS,Russia,Gymnastics,16,408,56
RUS,Russia,Handball,30,100,66
RUS,Russia,Judo,5,71,57
RUS,Russia,Modern Pentathlon,4,26,19
